Year,Year ending,Police Region,Local Government Area, Offence Count ," Rate per 100,000 population "
2016,December,3 Southern Metro, Frankston," 16,903 "," 12,116.7 "
2016,December,3 Southern Metro, Glen Eira," 7,480 "," 5,034.2 "
2016,December,3 Southern Metro, Greater Dandenong," 20,609 "," 12,862.8 "
2016,December,3 Southern Metro, Kingston," 11,592 "," 7,293.3 "
2016,December,3 Southern Metro, Mornington Peninsula," 12,005 "," 7,432.1 "
2016,December,3 Southern Metro, Port Phillip," 13,623 "," 12,541.1 "
2016,December,3 Southern Metro, Stonnington," 11,613 "," 10,461.9 "
2016,December,3 Southern Metro,Total," 130,509 "," 8,690.9 "
2016,December,4 Western, Ararat," 1,177 "," 10,021.3 "
2016,December,4 Western, Ballarat," 12,076 "," 11,667.6 "
2016,December,4 Western, Buloke, 230 ," 3,660.1 "
2016,December,4 Western, Campaspe," 3,851 "," 10,243.4 "
2016,December,4 Western, Central Goldfields," 1,508 "," 11,522.9 "
2016,December,4 Western, Colac-Otway," 1,994 "," 9,334.3 "
2016,December,4 Western, Corangamite, 958 ," 5,897.9 "
2016,December,4 Western, Gannawarra, 612 ," 5,791.6 "
2016,December,4 Western, Glenelg," 1,673 "," 8,467.0 "
2016,December,4 Western, Golden Plains, 866 ," 3,933.5 "
2016,December,4 Western, Greater Bendigo," 10,851 "," 9,665.4 "
2016,December,4 Western, Greater Geelong," 22,959 "," 9,585.1 "
2016,December,4 Western, Hepburn, 917 ," 5,906.6 "
2016,December,4 Western, Hindmarsh, 370 ," 6,397.0 "
2016,December,4 Western, Horsham," 2,824 "," 14,202.4 "
2016,December,4 Western, Loddon, 476 ," 6,298.0 "
2016,December,4 Western, Macedon Ranges," 2,444 "," 5,147.4 "
2016,December,4 Western, Mildura," 6,517 "," 11,923.2 "
2016,December,4 Western, Moorabool," 2,529 "," 7,740.6 "
2016,December,4 Western, Mount Alexander," 1,257 "," 6,582.2 "
2016,December,4 Western, Moyne, 648 ," 3,871.7 "
2016,December,4 Western, Northern Grampians," 1,346 "," 11,633.5 "
2016,December,4 Western, Pyrenees, 561 ," 7,668.1 "
2016,December,4 Western, Queenscliffe, 143 ," 4,882.2 "
2016,December,4 Western, Southern Grampians," 1,350 "," 8,373.1 "
2016,December,4 Western, Surf Coast," 1,351 "," 4,434.6 "
2016,December,4 Western, Swan Hill," 2,224 "," 10,643.2 "
2016,December,4 Western, Warrnambool," 3,235 "," 9,447.5 "
2016,December,4 Western, West Wimmera, 187 ," 4,749.8 "
2016,December,4 Western, Yarriambiack, 440 ," 6,525.3 "
2016,December,4 Western,Total," 87,574 "," 9,050.9 "
2016,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 1,682 ",  
2016,December,Justice Institutions and Immigration Facilities,Total," 1,682 ",  
2016,December,Unincorporated Vic, Unincorporated Vic, 144 ,  
2016,December,Unincorporated Vic,Total, 144 ,  
